event,player,selectionLabel,odds_decimal_betinia,status_selection_betinia,marketLabel,deadline_x,odds_decimal_expekt,status_selection_expekt,deadline_y,odds_decimal_betano,status_selection_betano,deadline,payout_betinia,payout_expekt,payout_betano,ratio_betinia_over_expekt,ratio_expekt_over_betinia,ratio_betinia_over_betano,ratio_betano_over_betinia,ratio_expekt_over_betano,ratio_betano_over_expekt,best_payout,best_bookmaker,second_best_payout,ratio_best_over_second
Eintracht Frankfurt vs Borussia Dortmund,Robin Koch,Over 1.5,1.875,Open,Spillers samlede antal tacklinger | Robin Koch,nan,1.4,Open,2026-01-09T19:30:00+00:00,,,,1.875,1.4,,1.3392857142857144,0.7466666666666666,,,,,1.875,Betinia,1.4,1.3392857142857144
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Over 1.5,1.25,Open,Spillers samlede antal skud | Jessic Ngankam,nan,1.22,Open,2026-01-09T19:30:00+00:00,1.67,Open,2026-01-09T19:30:00+00:00,1.25,1.22,1.67,1.0245901639344261,0.976,0.7485029940119761,1.3359999999999999,0.7305389221556886,1.3688524590163935,1.67,Betano,1.25,1.3359999999999999
Eintracht Frankfurt vs Borussia Dortmund,Can Uzun,Over 4.5,,,Spillers samlede antal skud | Can Uzun,,8.0,Open,2026-01-09T19:30:00+00:00,6.0,Open,2026-01-09T19:30:00+00:00,,8.0,6.0,,,,,1.3333333333333333,0.75,8.0,Expekt,6.0,1.3333333333333333
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Yes,6.5,Open,Spiller scorer | Julian Ryerson,nan,9.0,Open,2026-01-09T19:30:00+00:00,12.0,Open,2026-01-09T19:30:00+00:00,6.5,9.0,12.0,0.7222222222222222,1.3846153846153846,0.5416666666666666,1.8461538461538463,0.75,1.3333333333333333,12.0,Betano,9.0,1.3333333333333333
Eintracht Frankfurt vs Borussia Dortmund,Karim Adeyemi,Yes,3.0,Open,Spiller scorer | Karim Adeyemi,nan,4.0,Open,2026-01-09T19:30:00+00:00,2.7,Open,2026-01-09T19:30:00+00:00,3.0,4.0,2.7,0.75,1.3333333333333333,1.111111111111111,0.9,1.4814814814814814,0.675,4.0,Expekt,3.0,1.3333333333333333
Eintracht Frankfurt vs Borussia Dortmund,Marcel Sabitzer,Over 1.5,2.7143,Open,Spiller Frispark Begået | Marcel Sabitzer,nan,3.6,Open,2026-01-09T19:30:00+00:00,,,,2.7143,3.6,,0.7539722222222223,1.3263088089010058,,,,,3.6,Expekt,2.7143,1.3263088089010058
Eintracht Frankfurt vs Borussia Dortmund,Felix Nmecha,Over 1.5,5.5,Open,Antal afslutninger på mål | Felix Nmecha,nan,8.5,Open,2026-01-09T19:30:00+00:00,11.25,Open,2026-01-09T19:30:00+00:00,5.5,8.5,11.25,0.6470588235294118,1.5454545454545454,0.4888888888888889,2.0454545454545454,0.7555555555555555,1.3235294117647058,11.25,Betano,8.5,1.3235294117647058
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Over 1.5,4.25,Open,Antal afslutninger på mål | Ritsu Doan,nan,5.0,Open,2026-01-09T19:30:00+00:00,6.6,Open,2026-01-09T19:30:00+00:00,4.25,5.0,6.6,0.85,1.1764705882352942,0.6439393939393939,1.552941176470588,0.7575757575757576,1.3199999999999998,6.6,Betano,5.0,1.3199999999999998
Eintracht Frankfurt vs Borussia Dortmund,Maximilian Beier,Over 1.5,2.9,Open,Spillers samlede antal tacklinger | Maximilian Beier,nan,2.2,Open,2026-01-09T19:30:00+00:00,,,,2.9,2.2,,1.3181818181818181,0.7586206896551725,,,,,2.9,Betinia,2.2,1.3181818181818181
Eintracht Frankfurt vs Borussia Dortmund,Younes Ebnoutalib,Over 0.5,1.2728,Open,Antal afslutninger på mål | Younes Ebnoutalib,nan,1.33,Open,2026-01-09T19:30:00+00:00,1.75,Open,2026-01-09T19:30:00+00:00,1.2728,1.33,1.75,0.9569924812030074,1.0449402891263357,0.7273142857142857,1.374921433060968,0.76,1.3157894736842104,1.75,Betano,1.33,1.3157894736842104
Eintracht Frankfurt vs Borussia Dortmund,Younes Ebnoutalib,Yes,5.0,Open,Spiller får kort | Younes Ebnoutalib,nan,7.5,Open,2026-01-09T19:30:00+00:00,5.7,Open,2026-01-09T19:30:00+00:00,5.0,7.5,5.7,0.6666666666666666,1.5,0.8771929824561403,1.1400000000000001,1.3157894736842104,0.76,7.5,Expekt,5.7,1.3157894736842104
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Yes,,,Spiller får kort | Nnamdi Collins,,4.0,Open,2026-01-09T19:30:00+00:00,3.05,Open,2026-01-09T19:30:00+00:00,,4.0,3.05,,,,,1.3114754098360657,0.7625,4.0,Expekt,3.05,1.3114754098360657
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Over 0.5,,,Antal afslutninger på mål | Nnamdi Collins,,4.2,Open,2026-01-09T19:30:00+00:00,5.5,Open,2026-01-09T19:30:00+00:00,,4.2,5.5,,,,,0.7636363636363637,1.3095238095238095,5.5,Betano,4.2,1.3095238095238095
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Over 1.5,3.4,Open,Spiller Frispark Begået | Carney Chukwuemeka,nan,2.6,Open,2026-01-09T19:30:00+00:00,,,,3.4,2.6,,1.3076923076923077,0.7647058823529412,,,,,3.4,Betinia,2.6,1.3076923076923077
Eintracht Frankfurt vs Borussia Dortmund,Rasmus Kristensen,Over 1.5,,,Antal afslutninger på mål | Rasmus Kristensen,,17.0,Open,2026-01-09T19:30:00+00:00,13.0,Open,2026-01-09T19:30:00+00:00,,17.0,13.0,,,,,1.3076923076923077,0.7647058823529411,17.0,Expekt,13.0,1.3076923076923077
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Yes,5.0,Open,Spiller scorer | Daniel Svensson,nan,9.5,Open,2026-01-09T19:30:00+00:00,7.3,Open,2026-01-09T19:30:00+00:00,5.0,9.5,7.3,0.5263157894736842,1.9,0.684931506849315,1.46,1.3013698630136987,0.7684210526315789,9.5,Expekt,7.3,1.3013698630136987
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Over 0.5,,,Antal afslutninger på mål | Mario Gotze,,1.73,Open,2026-01-09T19:30:00+00:00,2.25,Open,2026-01-09T19:30:00+00:00,,1.73,2.25,,,,,0.7688888888888888,1.300578034682081,2.25,Betano,1.73,1.300578034682081
Eintracht Frankfurt vs Borussia Dortmund,Maximilian Beier,Yes,5.0,Open,Spiller får kort | Maximilian Beier,nan,6.5,Open,2026-01-09T19:30:00+00:00,3.4,Open,2026-01-09T19:30:00+00:00,5.0,6.5,3.4,0.7692307692307693,1.3,1.4705882352941178,0.6799999999999999,1.911764705882353,0.5230769230769231,6.5,Expekt,5.0,1.3
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Yes,,,Spiller får kort | Mario Gotze,,7.0,Open,2026-01-09T19:30:00+00:00,5.4,Open,2026-01-09T19:30:00+00:00,,7.0,5.4,,,,,1.2962962962962963,0.7714285714285715,7.0,Expekt,5.4,1.2962962962962963
Eintracht Frankfurt vs Borussia Dortmund,Emre Can,Over 1.5,2.7143,Open,Spiller Frispark Begået | Emre Can,nan,2.1,Open,2026-01-09T19:30:00+00:00,,,,2.7143,2.1,,1.2925238095238096,0.7736801385255867,,,,,2.7143,Betinia,2.1,1.2925238095238096
Eintracht Frankfurt vs Borussia Dortmund,Hugo Larsson,Over 2.5,3.1,Open,Spillers samlede antal tacklinger | Hugo Larsson,nan,2.4,Open,2026-01-09T19:30:00+00:00,,,,3.1,2.4,,1.2916666666666667,0.7741935483870968,,,,,3.1,Betinia,2.4,1.2916666666666667
Eintracht Frankfurt vs Borussia Dortmund,Emre Can,Over 2.5,2.9,Open,Spillers samlede antal tacklinger | Emre Can,nan,2.25,Open,2026-01-09T19:30:00+00:00,,,,2.9,2.25,,1.2888888888888888,0.7758620689655172,,,,,2.9,Betinia,2.25,1.2888888888888888
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Over 1.5,1.5,Open,Spillers samlede antal skud | Carney Chukwuemeka,nan,1.44,Open,2026-01-09T19:30:00+00:00,1.93,Open,2026-01-09T19:30:00+00:00,1.5,1.44,1.93,1.0416666666666667,0.96,0.7772020725388601,1.2866666666666666,0.7461139896373057,1.3402777777777777,1.93,Betano,1.5,1.2866666666666666
Eintracht Frankfurt vs Borussia Dortmund,Emre Can,Over 1.5,3.0,Open,Spillers samlede antal skud | Emre Can,nan,4.2,Open,2026-01-09T19:30:00+00:00,5.4,Open,2026-01-09T19:30:00+00:00,3.0,4.2,5.4,0.7142857142857143,1.4000000000000001,0.5555555555555555,1.8,0.7777777777777778,1.2857142857142858,5.4,Betano,4.2,1.2857142857142858
Eintracht Frankfurt vs Borussia Dortmund,Hugo Larsson,Over 1.5,3.5,Open,Spillers samlede antal skud | Hugo Larsson,nan,4.5,Open,2026-01-09T19:30:00+00:00,3.3,Open,2026-01-09T19:30:00+00:00,3.5,4.5,3.3,0.7777777777777778,1.2857142857142858,1.0606060606060606,0.9428571428571428,1.3636363636363638,0.7333333333333333,4.5,Expekt,3.5,1.2857142857142858
Eintracht Frankfurt vs Borussia Dortmund,Nico Schlotterbeck,Over 1.5,4.0,Open,Spillers samlede antal skud | Nico Schlotterbeck,nan,4.2,Open,2026-01-09T19:30:00+00:00,5.4,Open,2026-01-09T19:30:00+00:00,4.0,4.2,5.4,0.9523809523809523,1.05,0.7407407407407407,1.35,0.7777777777777778,1.2857142857142858,5.4,Betano,4.2,1.2857142857142858
Eintracht Frankfurt vs Borussia Dortmund,Jean Matteo Bahoya,Over 0.5,1.25,Open,Spiller Frispark Begået | Jean Matteo Bahoya,nan,1.6,Open,2026-01-09T19:30:00+00:00,,,,1.25,1.6,,0.78125,1.28,,,,,1.6,Expekt,1.25,1.28
Eintracht Frankfurt vs Borussia Dortmund,Aurelio Buta,Over 1.5,2.5455,Open,Spiller Frispark Begået | Aurelio Buta,nan,3.25,Open,2026-01-09T19:30:00+00:00,,,,2.5455,3.25,,0.7832307692307693,1.2767629149479474,,,,,3.25,Expekt,2.5455,1.2767629149479474
Eintracht Frankfurt vs Borussia Dortmund,Niklas Sule,Over 0.5,1.95,Open,Spiller Frispark Begået | Niklas Sule,nan,1.53,Open,2026-01-09T19:30:00+00:00,,,,1.95,1.53,,1.2745098039215685,0.7846153846153846,,,,,1.95,Betinia,1.53,1.2745098039215685
Eintracht Frankfurt vs Borussia Dortmund,Arthur Theate,Yes,3.4,Open,Spiller får kort | Arthur Theate,nan,4.33,Open,2026-01-09T19:30:00+00:00,2.67,Open,2026-01-09T19:30:00+00:00,3.4,4.33,2.67,0.7852193995381062,1.273529411764706,1.2734082397003745,0.7852941176470588,1.6217228464419475,0.6166281755196305,4.33,Expekt,3.4,1.273529411764706
Eintracht Frankfurt vs Borussia Dortmund,Filippo Calixte Mane,Yes,11.0,Open,Spiller scorer | Filippo Calixte Mane,nan,,,,14.0,Open,2026-01-09T19:30:00+00:00,11.0,,14.0,,,0.7857142857142857,1.2727272727272727,,,14.0,Betano,11.0,1.2727272727272727
Eintracht Frankfurt vs Borussia Dortmund,Maximilian Beier,Yes,2.6667,Open,Spiller scorer | Maximilian Beier,nan,3.5,Open,2026-01-09T19:30:00+00:00,2.75,Open,2026-01-09T19:30:00+00:00,2.6667,3.5,2.75,0.7619142857142858,1.3124835939550756,0.969709090909091,1.0312371095361308,1.2727272727272727,0.7857142857142857,3.5,Expekt,2.75,1.2727272727272727
Eintracht Frankfurt vs Borussia Dortmund,Ansgar Knauff,Over 1.5,4.25,Open,Antal afslutninger på mål | Ansgar Knauff,nan,4.0,Open,2026-01-09T19:30:00+00:00,5.4,Open,2026-01-09T19:30:00+00:00,4.25,4.0,5.4,1.0625,0.9411764705882353,0.787037037037037,1.2705882352941178,0.7407407407407407,1.35,5.4,Betano,4.25,1.2705882352941178
Eintracht Frankfurt vs Borussia Dortmund,Marcel Sabitzer,Over 2.5,4.0,Open,Spillers samlede antal skud | Marcel Sabitzer,nan,4.33,Open,2026-01-09T19:30:00+00:00,5.5,Open,2026-01-09T19:30:00+00:00,4.0,4.33,5.5,0.9237875288683602,1.0825,0.7272727272727273,1.375,0.7872727272727272,1.2702078521939955,5.5,Betano,4.33,1.2702078521939955
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Over 0.5,1.5455,Open,Spiller Frispark Begået | Nathaniel Brown,nan,1.22,Open,2026-01-09T19:30:00+00:00,,,,1.5455,1.22,,1.2668032786885246,0.7893885473956648,,,,,1.5455,Betinia,1.22,1.2668032786885246
Eintracht Frankfurt vs Borussia Dortmund,Oscar Hojlund,Over 0.5,,,Spillers samlede antal assister | Oscar Hojlund,,9.5,Open,2026-01-09T19:30:00+00:00,7.5,Open,2026-01-09T19:30:00+00:00,,9.5,7.5,,,,,1.2666666666666666,0.7894736842105263,9.5,Expekt,7.5,1.2666666666666666
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Over 4.5,,,Spillers samlede antal skud | Daniel Svensson,,19.0,Open,2026-01-09T19:30:00+00:00,24.0,Open,2026-01-09T19:30:00+00:00,,19.0,24.0,,,,,0.7916666666666666,1.263157894736842,24.0,Betano,19.0,1.263157894736842
Eintracht Frankfurt vs Borussia Dortmund,Yan Couto,Over 0.5,,,Spillers samlede antal assister | Yan Couto,,5.0,Open,2026-01-09T19:30:00+00:00,6.3,Open,2026-01-09T19:30:00+00:00,,5.0,6.3,,,,,0.7936507936507937,1.26,6.3,Betano,5.0,1.26
Eintracht Frankfurt vs Borussia Dortmund,Maximilian Beier,Over 5.5,,,Spillers samlede antal skud | Maximilian Beier,,17.0,Open,2026-01-09T19:30:00+00:00,13.5,Open,2026-01-09T19:30:00+00:00,,17.0,13.5,,,,,1.2592592592592593,0.7941176470588235,17.0,Expekt,13.5,1.2592592592592593
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Over 2.5,3.4,Open,Spillers samlede antal tacklinger | Ritsu Doan,nan,2.7,Open,2026-01-09T19:30:00+00:00,,,,3.4,2.7,,1.259259259259259,0.7941176470588236,,,,,3.4,Betinia,2.7,1.259259259259259
Eintracht Frankfurt vs Borussia Dortmund,Serhou Guirassy,Over 2.5,,,Spillers samlede antal skud | Serhou Guirassy,,1.29,Open,2026-01-09T19:30:00+00:00,1.62,Open,2026-01-09T19:30:00+00:00,,1.29,1.62,,,,,0.7962962962962963,1.255813953488372,1.62,Betano,1.29,1.255813953488372
Eintracht Frankfurt vs Borussia Dortmund,Arthur Theate,Over 2.5,,,Spillers samlede antal skud | Arthur Theate,,15.0,Open,2026-01-09T19:30:00+00:00,12.0,Open,2026-01-09T19:30:00+00:00,,15.0,12.0,,,,,1.25,0.8,15.0,Expekt,12.0,1.25
Eintracht Frankfurt vs Borussia Dortmund,Aurelio Buta,Over 1.5,1.875,Open,Spillers samlede antal tacklinger | Aurelio Buta,nan,1.5,Open,2026-01-09T19:30:00+00:00,,,,1.875,1.5,,1.25,0.8,,,,,1.875,Betinia,1.5,1.25
Eintracht Frankfurt vs Borussia Dortmund,Jean Matteo Bahoya,Yes,4.0,Open,Spiller scorer | Jean Matteo Bahoya,nan,5.0,Open,2026-01-09T19:30:00+00:00,,,,4.0,5.0,,0.8,1.25,,,,,5.0,Expekt,4.0,1.25
Eintracht Frankfurt vs Borussia Dortmund,Karim Adeyemi,Over 2.5,,,Antal afslutninger på mål | Karim Adeyemi,,9.5,Open,2026-01-09T19:30:00+00:00,7.6,Open,2026-01-09T19:30:00+00:00,,9.5,7.6,,,,,1.25,0.7999999999999999,9.5,Expekt,7.6,1.25
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Over 0.5,4.0,Open,Spillers samlede antal assister | Nathaniel Brown,nan,5.0,Open,2026-01-09T19:30:00+00:00,3.9,Open,2026-01-09T19:30:00+00:00,4.0,5.0,3.9,0.8,1.25,1.0256410256410258,0.975,1.2820512820512822,0.78,5.0,Expekt,4.0,1.25
Eintracht Frankfurt vs Borussia Dortmund,Nico Schlotterbeck,Over 1.5,3.5,Open,Spiller Frispark Begået | Nico Schlotterbeck,nan,2.8,Open,2026-01-09T19:30:00+00:00,,,,3.5,2.8,,1.25,0.7999999999999999,,,,,3.5,Betinia,2.8,1.25
Eintracht Frankfurt vs Borussia Dortmund,Niklas Sule,Yes,12.0,Open,Spiller scorer | Niklas Sule,nan,15.0,Open,2026-01-09T19:30:00+00:00,,,,12.0,15.0,,0.8,1.25,,,,,15.0,Expekt,12.0,1.25
Eintracht Frankfurt vs Borussia Dortmund,Oscar Hojlund,Yes,,,Spiller scorer | Oscar Hojlund,,8.0,Open,2026-01-09T19:30:00+00:00,10.0,Open,2026-01-09T19:30:00+00:00,,8.0,10.0,,,,,0.8,1.25,10.0,Betano,8.0,1.25
Eintracht Frankfurt vs Borussia Dortmund,Salih Özcan,Yes,10.0,Open,Spiller scorer | Salih Özcan,nan,,,,12.5,Open,2026-01-09T19:30:00+00:00,10.0,,12.5,,,0.8,1.25,,,12.5,Betano,10.0,1.25
Eintracht Frankfurt vs Borussia Dortmund,Robin Koch,Over 2.5,2.8572,Open,Spillers samlede antal tacklinger | Robin Koch,nan,2.3,Open,2026-01-09T19:30:00+00:00,,,,2.8572,2.3,,1.2422608695652175,0.8049839003219934,,,,,2.8572,Betinia,2.3,1.2422608695652175
Eintracht Frankfurt vs Borussia Dortmund,Salih Özcan,Over 0.5,3.6667,Open,Antal afslutninger på mål | Salih Özcan,nan,,,,4.55,Open,2026-01-09T19:30:00+00:00,3.6667,,4.55,,,0.8058681318681319,1.2408978100199088,,,4.55,Betano,3.6667,1.2408978100199088
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Over 0.5,,,Spillers samlede antal assister | Mario Gotze,,5.0,Open,2026-01-09T19:30:00+00:00,6.2,Open,2026-01-09T19:30:00+00:00,,5.0,6.2,,,,,0.8064516129032258,1.24,6.2,Betano,5.0,1.24
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Yes,2.9,Open,Spiller scorer | Jessic Ngankam,nan,3.8,Open,2026-01-09T19:30:00+00:00,4.7,Open,2026-01-09T19:30:00+00:00,2.9,3.8,4.7,0.7631578947368421,1.3103448275862069,0.6170212765957447,1.620689655172414,0.8085106382978723,1.236842105263158,4.7,Betano,3.8,1.236842105263158
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Over 0.5,1.1,Open,Spiller Frispark Begået | Mahmoud Dahoud,nan,1.36,Open,2026-01-09T19:30:00+00:00,,,,1.1,1.36,,0.8088235294117647,1.2363636363636363,,,,,1.36,Expekt,1.1,1.2363636363636363
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Over 0.5,1.6154,Open,Antal afslutninger på mål | Ritsu Doan,nan,1.7,Open,2026-01-09T19:30:00+00:00,2.1,Open,2026-01-09T19:30:00+00:00,1.6154,1.7,2.1,0.9502352941176471,1.0523709298006685,0.7692380952380952,1.299987619165532,0.8095238095238094,1.2352941176470589,2.1,Betano,1.7,1.2352941176470589
Eintracht Frankfurt vs Borussia Dortmund,Jean Matteo Bahoya,Over 1.5,2.0,Open,Spillers samlede antal tacklinger | Jean Matteo Bahoya,nan,1.62,Open,2026-01-09T19:30:00+00:00,,,,2.0,1.62,,1.2345679012345678,0.81,,,,,2.0,Betinia,1.62,1.2345679012345678
Eintracht Frankfurt vs Borussia Dortmund,Aurele Amenda,Yes,14.0,Open,Spiller scorer | Aurele Amenda,nan,15.0,Open,2026-01-09T19:30:00+00:00,18.5,Open,2026-01-09T19:30:00+00:00,14.0,15.0,18.5,0.9333333333333333,1.0714285714285714,0.7567567567567568,1.3214285714285714,0.8108108108108109,1.2333333333333334,18.5,Betano,15.0,1.2333333333333334
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Over 2.5,,,Spillers samlede antal skud | Nnamdi Collins,,15.0,Open,2026-01-09T19:30:00+00:00,18.5,Open,2026-01-09T19:30:00+00:00,,15.0,18.5,,,,,0.8108108108108109,1.2333333333333334,18.5,Betano,15.0,1.2333333333333334
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Over 0.5,1.3,Open,Spillers samlede antal skud | Daniel Svensson,nan,1.17,Open,2026-01-09T19:30:00+00:00,1.6,Open,2026-01-09T19:30:00+00:00,1.3,1.17,1.6,1.1111111111111112,0.8999999999999999,0.8125,1.2307692307692308,0.73125,1.3675213675213678,1.6,Betano,1.3,1.2307692307692308
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Over 2.5,8.0,Open,Spillers samlede antal tacklinger | Julian Brandt,nan,6.5,Open,2026-01-09T19:30:00+00:00,,,,8.0,6.5,,1.2307692307692308,0.8125,,,,,8.0,Betinia,6.5,1.2307692307692308
Eintracht Frankfurt vs Borussia Dortmund,Rasmus Kristensen,Over 0.5,,,Antal afslutninger på mål | Rasmus Kristensen,,4.0,Open,2026-01-09T19:30:00+00:00,3.25,Open,2026-01-09T19:30:00+00:00,,4.0,3.25,,,,,1.2307692307692308,0.8125,4.0,Expekt,3.25,1.2307692307692308
Eintracht Frankfurt vs Borussia Dortmund,Can Uzun,Over 1.5,2.4546,Open,Spillers samlede antal tacklinger | Can Uzun,nan,2.0,Open,2026-01-09T19:30:00+00:00,,,,2.4546,2.0,,1.2273,0.8147967082212988,,,,,2.4546,Betinia,2.0,1.2273
Eintracht Frankfurt vs Borussia Dortmund,Felix Nmecha,Over 3.5,,,Spillers samlede antal skud | Felix Nmecha,,11.0,Open,2026-01-09T19:30:00+00:00,13.5,Open,2026-01-09T19:30:00+00:00,,11.0,13.5,,,,,0.8148148148148148,1.2272727272727273,13.5,Betano,11.0,1.2272727272727273
Eintracht Frankfurt vs Borussia Dortmund,Waldemar Anton,Yes,3.6667,Open,Spiller får kort | Waldemar Anton,nan,4.5,Open,2026-01-09T19:30:00+00:00,,,,3.6667,4.5,,0.8148222222222222,1.2272615703493603,,,,,4.5,Expekt,3.6667,1.2272615703493603
Eintracht Frankfurt vs Borussia Dortmund,Karim Adeyemi,Yes,2.8572,Open,Spiller får kort | Karim Adeyemi,nan,3.5,Open,2026-01-09T19:30:00+00:00,2.77,Open,2026-01-09T19:30:00+00:00,2.8572,3.5,2.77,0.8163428571428571,1.22497550048999,1.0314801444043322,0.9694806103877922,1.263537906137184,0.7914285714285715,3.5,Expekt,2.8572,1.22497550048999
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Over 0.5,1.25,Open,Spiller Frispark Begået | Daniel Svensson,nan,1.53,Open,2026-01-09T19:30:00+00:00,,,,1.25,1.53,,0.8169934640522876,1.224,,,,,1.53,Expekt,1.25,1.224
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Over 1.5,3.8,Open,Antal afslutninger på mål | Jessic Ngankam,nan,3.5,Open,2026-01-09T19:30:00+00:00,4.65,Open,2026-01-09T19:30:00+00:00,3.8,3.5,4.65,1.0857142857142856,0.9210526315789475,0.8172043010752688,1.223684210526316,0.7526881720430108,1.3285714285714287,4.65,Betano,3.8,1.223684210526316
Eintracht Frankfurt vs Borussia Dortmund,Can Uzun,Over 2.5,,,Spillers samlede antal skud | Can Uzun,,2.3,Open,2026-01-09T19:30:00+00:00,1.88,Open,2026-01-09T19:30:00+00:00,,2.3,1.88,,,,,1.2234042553191489,0.8173913043478261,2.3,Expekt,1.88,1.2234042553191489
Eintracht Frankfurt vs Borussia Dortmund,Niklas Sule,Over 1.5,2.2,Open,Spillers samlede antal tacklinger | Niklas Sule,nan,1.8,Open,2026-01-09T19:30:00+00:00,,,,2.2,1.8,,1.2222222222222223,0.8181818181818181,,,,,2.2,Betinia,1.8,1.2222222222222223
Eintracht Frankfurt vs Borussia Dortmund,Felix Nmecha,Over 2.5,3.0,Open,Spillers samlede antal skud | Felix Nmecha,nan,5.0,Open,2026-01-09T19:30:00+00:00,6.1,Open,2026-01-09T19:30:00+00:00,3.0,5.0,6.1,0.6,1.6666666666666667,0.49180327868852464,2.033333333333333,0.819672131147541,1.22,6.1,Betano,5.0,1.22
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Over 1.5,1.95,Open,Spillers samlede antal tacklinger | Daniel Svensson,nan,1.6,Open,2026-01-09T19:30:00+00:00,,,,1.95,1.6,,1.21875,0.8205128205128206,,,,,1.95,Betinia,1.6,1.21875
Eintracht Frankfurt vs Borussia Dortmund,Filippo Calixte Mane,Over 1.5,16.0,Open,Antal afslutninger på mål | Filippo Calixte Mane,nan,,,,19.5,Open,2026-01-09T19:30:00+00:00,16.0,,19.5,,,0.8205128205128205,1.21875,,,19.5,Betano,16.0,1.21875
Eintracht Frankfurt vs Borussia Dortmund,Rasmus Kristensen,Over 1.5,,,Spillers samlede antal skud | Rasmus Kristensen,,4.5,Open,2026-01-09T19:30:00+00:00,3.7,Open,2026-01-09T19:30:00+00:00,,4.5,3.7,,,,,1.2162162162162162,0.8222222222222223,4.5,Expekt,3.7,1.2162162162162162
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Over 0.5,,,Spillers samlede antal skud | Nnamdi Collins,,1.91,Open,2026-01-09T19:30:00+00:00,2.32,Open,2026-01-09T19:30:00+00:00,,1.91,2.32,,,,,0.8232758620689655,1.2146596858638743,2.32,Betano,1.91,1.2146596858638743
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Over 1.5,3.2,Open,Spillers samlede antal skud | Julian Ryerson,nan,3.75,Open,2026-01-09T19:30:00+00:00,4.55,Open,2026-01-09T19:30:00+00:00,3.2,3.75,4.55,0.8533333333333334,1.171875,0.7032967032967034,1.4218749999999998,0.8241758241758242,1.2133333333333334,4.55,Betano,3.75,1.2133333333333334
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Over 0.5,1.1539,Open,Spiller Frispark Begået | Julien Duranville,nan,1.4,Open,2026-01-09T19:30:00+00:00,,,,1.1539,1.4,,0.8242142857142857,1.2132767137533582,,,,,1.4,Expekt,1.1539,1.2132767137533582
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Yes,3.4,Open,Spiller får kort | Mahmoud Dahoud,nan,4.0,Open,2026-01-09T19:30:00+00:00,4.85,Open,2026-01-09T19:30:00+00:00,3.4,4.0,4.85,0.85,1.1764705882352942,0.7010309278350516,1.4264705882352942,0.8247422680412372,1.2125,4.85,Betano,4.0,1.2125
Eintracht Frankfurt vs Borussia Dortmund,Arthur Theate,Over 1.5,2.75,Open,Spillers samlede antal skud | Arthur Theate,nan,5.5,Open,2026-01-09T19:30:00+00:00,4.55,Open,2026-01-09T19:30:00+00:00,2.75,5.5,4.55,0.5,2.0,0.6043956043956045,1.6545454545454545,1.208791208791209,0.8272727272727273,5.5,Expekt,4.55,1.208791208791209
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Yes,3.6,Open,Spiller scorer | Carney Chukwuemeka,nan,4.5,Open,2026-01-09T19:30:00+00:00,5.4,Open,2026-01-09T19:30:00+00:00,3.6,4.5,5.4,0.8,1.25,0.6666666666666666,1.5,0.8333333333333333,1.2000000000000002,5.4,Betano,4.5,1.2000000000000002
Eintracht Frankfurt vs Borussia Dortmund,Ansgar Knauff,Over 1.5,2.0,Open,Spiller Frispark Begået | Ansgar Knauff,nan,2.4,Open,2026-01-09T19:30:00+00:00,,,,2.0,2.4,,0.8333333333333334,1.2,,,,,2.4,Expekt,2.0,1.2
